Date,Open,High,Low,Close,Adj Close,Volume
1998-03-27,89.343750,89.406250,87.875000,88.265625,51.829426,584100
1998-03-30,88.281250,88.562500,87.687500,88.156250,51.765167,562400
1998-03-31,88.468750,89.312500,88.062500,88.187500,51.783577,620000
1998-04-01,88.359375,89.203125,87.718750,88.937500,52.223927,373700
1998-04-02,88.906250,90.250000,88.828125,90.156250,52.939568,440600
1998-04-03,90.250000,90.578125,89.812500,90.093750,52.902893,493300
1998-04-06,90.875000,91.250000,90.343750,90.375000,53.068035,610500
1998-04-07,90.375000,90.390625,89.250000,89.890625,52.783627,707300
1998-04-08,90.062500,90.062500,88.828125,89.281250,52.425800,949500
1998-04-09,89.656250,90.468750,89.625000,90.375000,53.068035,451700
1998-04-13,90.734375,90.734375,89.562500,90.343750,53.049721,337900
1998-04-14,90.531250,91.515625,90.531250,91.437500,53.691929,451500
1998-04-15,91.656250,92.015625,91.203125,92.015625,54.031403,261800
1998-04-16,91.703125,91.703125,90.796875,91.062500,53.471737,232800
1998-04-17,90.734375,91.750000,90.578125,91.703125,54.049744,382900
1998-04-20,91.593750,91.656250,91.000000,91.296875,53.810265,299400
1998-04-21,91.250000,91.921875,90.968750,91.906250,54.169456,372000
1998-04-22,91.859375,92.109375,91.687500,91.843750,54.132580,503400
1998-04-23,91.718750,92.031250,91.109375,91.312500,53.819504,597700
1998-04-24,91.218750,91.562500,90.062500,90.546875,53.368282,820200
1998-04-27,89.437500,89.875000,88.390625,89.250000,52.603897,1916800
1998-04-28,90.031250,90.125000,88.656250,88.984375,52.447289,437200
1998-04-29,89.281250,89.953125,88.921875,89.421875,52.705116,298700
1998-04-30,90.328125,91.312500,90.218750,90.875000,53.561657,443100
1998-05-01,91.093750,91.656250,90.812500,91.656250,54.022121,338300
1998-05-04,91.984375,92.578125,91.812500,91.812500,54.114193,542500
1998-05-05,91.500000,91.859375,90.968750,91.484375,53.920815,325600
1998-05-06,91.843750,91.859375,90.281250,90.281250,53.211624,665500
1998-05-07,90.625000,90.625000,89.718750,89.734375,52.889317,593100
1998-05-08,89.750000,90.984375,89.687500,90.937500,53.598461,638100
1998-05-11,91.281250,91.843750,90.687500,90.921875,53.589226,703100
1998-05-12,90.906250,91.921875,90.609375,91.921875,54.178619,479000
1998-05-13,91.906250,92.359375,91.625000,92.250000,54.372017,399400
1998-05-14,91.562500,92.296875,91.343750,91.812500,54.114193,622900
1998-05-15,91.875000,91.875000,90.796875,90.796875,53.568119,280900
1998-05-18,90.875000,91.328125,90.000000,90.531250,53.411358,249200
1998-05-19,91.125000,91.312500,90.375000,90.562500,53.429825,482100
1998-05-20,91.250000,91.875000,90.640625,91.781250,54.148842,304400
1998-05-21,91.937500,92.171875,91.109375,91.375000,53.909172,530600
1998-05-22,91.593750,91.593750,90.937500,91.234375,53.826195,219000
1998-05-26,91.734375,91.843750,89.656250,89.656250,52.895184,561300
1998-05-27,89.000000,89.859375,87.937500,89.656250,52.895184,1041100
1998-05-28,89.750000,90.093750,89.187500,89.984375,53.088757,367700
1998-05-29,90.281250,90.421875,88.843750,88.843750,52.415806,232400
1998-06-01,88.625000,89.859375,88.593750,89.406250,52.747654,445800
1998-06-02,89.734375,89.875000,88.781250,88.953125,52.480331,391600
1998-06-03,89.375000,89.406250,87.812500,87.843750,51.825802,473100
1998-06-04,87.875000,88.953125,87.531250,88.890625,52.443428,636200
1998-06-05,89.468750,90.859375,89.000000,90.859375,53.604969,1014000
1998-06-08,90.750000,91.250000,90.484375,90.921875,53.641804,467900
1998-06-09,90.812500,91.046875,90.359375,90.734375,53.531158,180100
1998-06-10,90.281250,91.125000,89.578125,89.750000,52.950443,531300
1998-06-11,90.031250,90.140625,88.125000,88.125000,51.991737,529200
1998-06-12,88.187500,88.625000,86.875000,88.562500,52.249874,909200
1998-06-15,87.562500,87.937500,85.953125,86.000000,50.738064,617400
1998-06-16,86.812500,86.937500,85.937500,86.796875,51.208195,796500
1998-06-17,87.781250,89.171875,87.562500,88.656250,52.305138,895100
1998-06-18,88.437500,88.718750,88.093750,88.312500,52.102360,219000
1998-06-19,88.406250,88.546875,86.859375,87.078125,51.484875,506100
1998-06-22,87.187500,87.703125,86.796875,87.171875,51.540314,161500
1998-06-23,87.656250,88.421875,87.656250,88.375000,52.251656,201600
1998-06-24,88.500000,89.437500,87.859375,89.296875,52.796696,353100
1998-06-25,89.875000,90.296875,89.140625,89.687500,53.027687,420200
1998-06-26,89.593750,89.937500,89.343750,89.687500,53.027687,150400
1998-06-29,90.187500,90.656250,90.000000,90.125000,53.286350,297700
1998-06-30,89.906250,90.156250,89.359375,89.687500,53.027687,395600
1998-07-01,90.375000,90.671875,89.890625,90.593750,53.563496,347100
1998-07-02,90.343750,90.578125,90.140625,90.296875,53.387939,263900
1998-07-06,90.312500,91.250000,90.031250,91.250000,53.951511,166500
1998-07-07,91.171875,91.562500,90.718750,91.109375,53.868305,155700
1998-07-08,91.187500,91.984375,91.109375,91.953125,54.367229,146900
1998-07-09,91.375000,91.906250,90.468750,90.875000,53.729794,151500
1998-07-10,91.031250,91.468750,90.343750,91.234375,53.942249,127800
1998-07-13,91.375000,91.921875,90.796875,90.984375,53.794434,164400
1998-07-14,91.484375,92.671875,91.484375,92.437500,54.653595,276000
1998-07-15,93.000000,93.156250,92.281250,92.500000,54.690571,367900
1998-07-16,92.437500,93.406250,92.093750,93.265625,55.143211,356100
1998-07-17,93.437500,93.625000,93.093750,93.328125,55.180225,222100
1998-07-20,93.546875,93.578125,92.578125,93.125000,55.060089,234900
1998-07-21,93.578125,93.578125,91.750000,91.750000,54.247128,389800
1998-07-22,91.500000,91.750000,90.828125,91.406250,54.043888,229900
1998-07-23,91.171875,91.437500,89.203125,89.359375,52.833679,297000
1998-07-24,90.078125,90.078125,88.531250,89.437500,52.879856,424800
1998-07-27,88.968750,90.343750,88.531250,90.250000,53.360279,382900
1998-07-28,90.093750,90.093750,88.015625,89.218750,52.750530,557300
1998-07-29,89.812500,90.000000,88.828125,89.015625,52.630444,330400
1998-07-30,89.875000,90.375000,89.578125,90.234375,53.351002,533300
1998-07-31,90.125000,90.375000,88.156250,88.531250,52.344051,234400
1998-08-03,88.625000,88.921875,87.781250,87.812500,51.919048,429300
1998-08-04,88.625000,88.625000,84.875000,84.937500,50.219200,947200
1998-08-05,85.437500,85.921875,83.531250,85.656250,50.644203,1456000
1998-08-06,84.968750,86.234375,84.968750,85.656250,50.644203,571600
1998-08-07,86.281250,87.234375,85.500000,86.156250,50.939796,698900
1998-08-10,86.000000,86.406250,85.140625,85.781250,50.718124,233900
1998-08-11,84.250000,84.812500,83.062500,84.375000,49.886684,1034100
1998-08-12,85.218750,85.781250,84.718750,85.687500,50.662685,592000
1998-08-13,85.343750,86.218750,84.281250,84.281250,49.831192,651900
1998-08-14,85.625000,85.687500,83.781250,84.312500,49.849716,731000
1998-08-17,84.093750,85.968750,83.687500,85.750000,50.699665,948800
1998-08-18,86.218750,87.671875,86.031250,87.375000,51.660397,566000
1998-08-19,87.906250,87.906250,86.781250,86.968750,51.420212,324700
1998-08-20,86.593750,87.125000,86.156250,86.250000,50.995220,536300
1998-08-21,85.125000,85.593750,83.187500,85.593750,50.723110,1184400
1998-08-24,85.812500,86.343750,85.000000,85.625000,50.741604,292300
1998-08-25,86.468750,86.875000,85.281250,85.906250,50.908276,309400
1998-08-26,84.843750,85.812500,84.531250,85.390625,50.602703,653200
1998-08-27,83.937500,84.218750,80.812500,81.046875,48.028629,1887300
1998-08-28,82.000000,82.609375,80.125000,80.781250,47.871216,1225000
1998-08-31,81.218750,81.406250,74.875000,74.875000,44.371155,1284000
1998-09-01,76.218750,79.093750,73.875000,78.531250,46.537857,1760300
1998-09-02,78.656250,79.625000,77.625000,77.781250,46.093399,551100
1998-09-03,76.343750,77.625000,75.750000,77.031250,45.648945,806800
1998-09-04,77.687500,77.781250,74.937500,76.875000,45.556328,578100
1998-09-08,79.187500,80.656250,78.343750,80.593750,47.760052,1187900
1998-09-09,80.093750,80.468750,78.406250,78.406250,46.463734,879200
1998-09-10,76.468750,77.218750,75.000000,75.750000,44.889671,1292900
1998-09-11,75.375000,78.812500,75.015625,78.718750,46.648949,1086900
1998-09-14,79.421875,80.343750,79.218750,79.406250,47.056362,627700
1998-09-15,78.625000,80.500000,78.593750,80.281250,47.574860,418000
1998-09-16,80.937500,81.687500,79.593750,81.125000,48.074871,495200
1998-09-17,78.656250,79.406250,78.500000,78.781250,46.686020,681100
1998-09-18,78.562500,79.125000,78.125000,78.812500,46.769222,309400
1998-09-21,76.281250,79.562500,76.156250,79.250000,47.028828,562200
1998-09-22,80.062500,80.062500,78.515625,78.859375,46.797024,431900
1998-09-23,79.906250,81.875000,79.390625,81.875000,48.586597,680200
1998-09-24,81.265625,81.859375,79.234375,79.765625,47.334858,568800
1998-09-25,78.968750,80.968750,78.656250,80.125000,47.548100,422200
1998-09-28,80.937500,81.640625,80.375000,81.281250,48.234207,678800
1998-09-29,81.484375,81.562500,79.593750,80.687500,47.881901,1089600
1998-09-30,79.687500,80.437500,78.125000,78.187500,46.398315,673200
1998-10-01,77.000000,78.156250,75.750000,76.218750,45.230030,1107600
1998-10-02,76.375000,78.312500,75.062500,78.156250,46.379807,971800
1998-10-05,77.343750,78.000000,75.437500,77.218750,45.823444,728800
1998-10-06,78.312500,78.859375,76.625000,77.187500,45.804897,806100
1998-10-07,77.531250,78.562500,75.859375,77.343750,45.897636,1280800
1998-10-08,75.125000,77.750000,74.468750,77.312500,45.879082,2218200
1998-10-09,78.062500,79.375000,76.562500,79.187500,46.991737,1196900
1998-10-12,80.531250,80.968750,79.500000,79.781250,47.344097,630700
1998-10-13,80.000000,80.187500,78.687500,79.171875,46.982449,288500
1998-10-14,79.000000,80.671875,78.843750,79.687500,47.288479,939700
1998-10-15,79.500000,88.000000,79.187500,83.875000,49.773403,1219200
1998-10-16,83.937500,84.421875,83.250000,84.187500,49.958817,694800
1998-10-19,84.000000,85.250000,83.812500,84.625000,50.218506,423800
1998-10-20,85.484375,86.500000,84.484375,84.890625,50.376110,959800
1998-10-21,85.468750,85.796875,84.625000,85.062500,50.478119,599800
1998-10-22,85.031250,85.687500,84.203125,85.562500,50.774815,574800
1998-10-23,84.937500,85.187500,84.125000,84.312500,50.033028,463400
1998-10-26,85.000000,85.437500,84.125000,84.375000,50.070148,381100
1998-10-27,85.281250,85.421875,83.390625,83.718750,49.680710,915900
1998-10-28,83.859375,84.375000,83.171875,83.453125,49.523098,355200
1998-10-29,83.906250,85.437500,83.468750,85.437500,50.700645,413600
1998-10-30,86.093750,86.609375,85.578125,86.031250,51.052982,678700
1998-11-02,86.781250,87.468750,86.234375,87.468750,51.906055,598900
1998-11-03,87.187500,87.625000,86.703125,87.000000,51.627838,731200
1998-11-04,88.187500,88.843750,87.078125,88.234375,52.360386,706600
1998-11-05,87.296875,89.500000,87.140625,89.500000,53.111431,462600
1998-11-06,89.203125,89.937500,89.000000,89.875000,53.333973,400000
1998-11-09,89.843750,89.937500,88.515625,89.015625,52.823959,325700
1998-11-10,88.750000,89.421875,88.500000,88.625000,52.592209,345400
1998-11-11,89.437500,89.484375,87.968750,88.359375,52.434547,365000
1998-11-12,88.125000,89.218750,88.125000,88.625000,52.592209,354400
1998-11-13,88.656250,89.750000,88.468750,89.500000,53.111431,408300
1998-11-16,90.156250,90.468750,89.390625,90.343750,53.612137,273700
1998-11-17,89.953125,92.000000,89.031250,89.968750,53.389603,618700
1998-11-18,89.875000,90.968750,89.750000,90.671875,53.806850,249600
1998-11-19,90.937500,91.125000,90.312500,90.750000,53.853165,270800
1998-11-20,91.312500,91.734375,91.000000,91.718750,54.518211,331900
1998-11-23,92.359375,94.093750,92.250000,94.093750,55.929932,530600
1998-11-24,93.765625,93.890625,92.875000,93.093750,55.335541,503700
1998-11-25,93.250000,93.328125,92.609375,93.125000,55.354073,155300
1998-11-27,93.703125,93.718750,93.250000,93.250000,55.428391,71000
1998-11-30,93.046875,93.062500,90.750000,90.812500,53.979546,527600
1998-12-01,90.250000,91.906250,89.875000,91.265625,54.248859,379800
1998-12-02,90.531250,90.984375,89.515625,90.750000,53.942333,317600
1998-12-03,90.328125,90.984375,88.562500,88.828125,52.799984,638700
1998-12-04,89.625000,90.625000,89.375000,90.500000,53.793823,1230600
1998-12-07,90.593750,90.984375,90.000000,90.750000,53.942333,522900
1998-12-08,90.546875,91.000000,89.421875,90.312500,53.682304,405500
1998-12-09,90.171875,90.656250,89.656250,90.062500,53.533730,310100
1998-12-10,89.875000,90.015625,88.156250,88.281250,52.474945,422700
1998-12-11,88.015625,88.609375,87.265625,87.968750,52.289185,548700
1998-12-14,87.421875,87.968750,86.515625,86.515625,51.425438,393500
1998-12-15,87.500000,88.375000,86.515625,88.218750,52.437767,637200
1998-12-16,88.593750,88.593750,87.562500,87.875000,52.233467,537800
1998-12-17,88.140625,89.000000,88.140625,88.718750,52.734982,1114300
1998-12-18,89.109375,89.375000,88.515625,88.718750,52.824329,289100
1998-12-21,89.265625,91.187500,89.109375,89.812500,53.475567,483500
1998-12-22,90.265625,90.765625,89.421875,90.343750,53.791855,317700
1998-12-23,91.234375,92.312500,90.687500,92.062500,54.815208,657600
1998-12-24,92.109375,92.515625,91.812500,92.093750,54.833828,346900
1998-12-28,92.765625,92.781250,91.812500,91.937500,54.740776,274000
1998-12-29,92.296875,93.531250,91.765625,93.484375,55.661781,598800
1998-12-30,93.062500,93.468750,92.625000,92.625000,55.150097,202600
1998-12-31,92.609375,92.859375,91.500000,91.531250,54.498890,870300
1999-01-04,92.078125,93.609375,91.046875,91.953125,54.750080,490200
1999-01-05,91.937500,93.437500,91.937500,93.218750,55.503670,473000
1999-01-06,94.171875,95.812500,93.828125,95.656250,56.954998,701400
1999-01-07,94.250000,95.484375,94.093750,95.250000,56.713089,450300
1999-01-08,96.250000,96.625000,95.296875,96.515625,57.466610,446300
1999-01-11,96.343750,96.453125,95.250000,96.343750,57.364296,603000
1999-01-12,95.937500,96.062500,94.531250,94.531250,56.285107,539600
1999-01-13,91.796875,94.375000,91.796875,93.343750,55.578083,1082800
1999-01-14,93.500000,93.500000,90.718750,90.875000,54.108170,604100
1999-01-15,92.109375,93.500000,91.531250,93.468750,55.744568,470100
1999-01-19,94.312500,94.312500,92.015625,93.062500,55.502235,1505900
1999-01-20,94.187500,94.750000,92.750000,93.625000,55.837723,687500
1999-01-21,93.000000,93.781250,92.031250,92.125000,54.943111,944500
1999-01-22,90.921875,92.109375,90.750000,91.312500,54.458538,550700
1999-01-25,91.390625,92.281250,90.359375,92.281250,55.036304,608400
1999-01-26,92.296875,93.718750,91.828125,93.718750,55.893623,459600
1999-01-27,93.812500,94.000000,91.500000,91.687500,54.682171,487100
1999-01-28,92.468750,93.156250,92.218750,92.468750,55.148117,268200
1999-01-29,93.203125,94.000000,92.046875,93.281250,55.632645,306900
1999-02-01,93.984375,94.343750,93.156250,93.343750,55.669998,191400
1999-02-02,93.265625,93.296875,91.875000,92.656250,55.259949,473600
1999-02-03,92.218750,94.000000,92.218750,93.875000,55.986767,238100
1999-02-04,93.515625,94.000000,92.765625,93.500000,55.763161,442800
1999-02-05,93.218750,93.484375,92.437500,93.062500,55.502235,438700
1999-02-08,93.500000,93.765625,92.062500,92.812500,55.353172,335500
1999-02-09,92.640625,92.843750,91.000000,91.375000,54.495808,341700
1999-02-10,91.500000,91.906250,90.968750,91.625000,54.644920,751900
1999-02-11,92.109375,94.343750,91.500000,94.000000,56.061375,687700
1999-02-12,93.468750,93.984375,92.312500,92.906250,55.409065,410400
1999-02-16,93.593750,93.968750,92.500000,92.703125,55.287888,728100
1999-02-17,92.468750,93.781250,91.796875,92.437500,55.129505,466000
1999-02-18,92.734375,93.312500,91.968750,93.031250,55.483582,589200
1999-02-19,93.062500,93.984375,92.593750,93.531250,55.871857,382200
1999-02-22,93.453125,95.718750,93.359375,95.687500,57.159912,418500
1999-02-23,95.343750,96.125000,94.562500,95.562500,57.085258,632800
1999-02-24,95.703125,96.078125,93.750000,93.875000,56.077190,695600
1999-02-25,93.281250,93.843750,92.250000,93.187500,55.666553,1438600
1999-02-26,93.718750,93.812500,92.437500,92.890625,55.489197,356200
1999-03-01,93.000000,93.562500,92.250000,93.062500,55.591869,336900
1999-03-02,93.609375,94.218750,92.640625,93.281250,55.722488,242000
1999-03-03,93.015625,93.343750,92.000000,92.843750,55.461193,201200
1999-03-04,93.500000,94.968750,93.343750,94.968750,56.730595,584900
1999-03-05,96.328125,97.843750,96.171875,97.625000,58.317322,1525300
1999-03-08,97.671875,97.781250,96.796875,97.468750,58.223991,298300
1999-03-09,97.312500,98.343750,96.750000,96.937500,57.906651,848200
1999-03-10,97.125000,97.937500,96.812500,97.937500,58.504025,180300
1999-03-11,98.609375,99.718750,98.031250,99.312500,59.325401,758500
1999-03-12,99.843750,99.859375,98.640625,98.640625,58.924072,411300
1999-03-15,98.906250,99.750000,98.750000,99.734375,59.577377,204000
1999-03-16,99.921875,100.109375,99.265625,99.437500,59.400043,644400
1999-03-17,99.468750,99.750000,98.687500,98.921875,59.091999,608100
1999-03-18,98.765625,100.468750,98.625000,100.312500,59.922695,399800
1999-03-19,100.500000,100.750000,98.562500,98.562500,58.965542,501000
1999-03-22,98.687500,99.437500,98.562500,99.125000,59.302078,118500
1999-03-23,98.421875,99.437500,96.281250,96.625000,57.806438,824500
1999-03-24,96.828125,97.093750,96.171875,96.843750,57.937290,253600
1999-03-25,97.828125,98.734375,97.390625,98.625000,59.002876,385500
1999-03-26,97.953125,98.500000,97.500000,98.281250,58.797302,258900
1999-03-29,99.203125,100.500000,99.000000,99.875000,59.750736,441200
1999-03-30,98.921875,99.859375,98.671875,99.281250,59.395580,552000
1999-03-31,99.750000,99.968750,97.656250,97.750000,58.479462,452900
1999-04-01,98.500000,98.625000,97.546875,98.265625,58.787937,267500
1999-04-05,99.343750,100.343750,98.812500,100.125000,59.900265,457400
1999-04-06,99.546875,100.312500,99.187500,99.625000,59.601215,231600
1999-04-07,100.375000,101.093750,99.375000,101.000000,60.423752,313900
1999-04-08,101.015625,102.140625,100.468750,102.062500,61.059406,362600
1999-04-09,101.593750,102.593750,101.000000,101.875000,60.947273,402300
1999-04-12,100.625000,103.625000,100.625000,103.515625,61.928780,900800
1999-04-13,103.375000,104.281250,103.000000,104.125000,62.293343,1310900
1999-04-14,104.781250,105.218750,103.578125,104.343750,62.424194,1553700
1999-04-15,104.312500,105.156250,103.500000,104.843750,62.723331,1917400
1999-04-16,105.000000,105.218750,103.781250,104.531250,62.547089,2050400
1999-04-19,104.937500,107.484375,103.500000,104.375000,62.453613,5045900
1999-04-20,104.250000,104.968750,103.125000,104.468750,62.509628,4491000
1999-04-21,104.515625,106.531250,104.156250,106.500000,63.725147,2419100
1999-04-22,106.968750,107.593750,106.125000,107.468750,64.304794,1891000
1999-04-23,107.000000,107.625000,106.312500,107.093750,64.080383,942000
1999-04-26,107.343750,107.343750,106.406250,107.250000,64.173897,629400
1999-04-27,108.000000,108.625000,107.515625,108.375000,64.847038,2460600
1999-04-28,108.250000,109.437500,107.968750,108.265625,64.781593,2919100
1999-04-29,108.812500,109.312500,108.125000,108.781250,65.090157,1922000
1999-04-30,109.281250,109.562500,106.500000,107.625000,64.398254,3761500
1999-05-03,107.937500,110.218750,107.531250,110.218750,65.950241,1834900
1999-05-04,109.812500,110.406250,108.718750,109.250000,65.370590,2046600
1999-05-05,109.343750,109.734375,107.750000,109.375000,65.445442,2827000
1999-05-06,109.218750,109.843750,108.375000,109.500000,65.520187,2659100
1999-05-07,110.062500,110.437500,109.250000,110.437500,66.081146,1749800
1999-05-10,110.281250,111.093750,109.625000,110.000000,65.819374,1598000
1999-05-11,110.625000,111.000000,109.687500,110.218750,65.950241,1519200
1999-05-12,110.000000,110.687500,107.000000,110.156250,65.912880,3325500
1999-05-13,110.968750,111.500000,110.500000,111.250000,66.567299,1390300
1999-05-14,109.687500,110.109375,108.750000,109.125000,65.295792,2026200
1999-05-17,108.906250,108.937500,107.687500,108.750000,65.071457,1204800
1999-05-18,109.187500,109.500000,107.625000,108.828125,65.118164,1152500
1999-05-19,109.062500,109.312500,108.250000,109.062500,65.258430,679000
1999-05-20,109.437500,109.687500,108.781250,108.812500,65.108795,1410900
1999-05-21,108.812500,108.906250,107.750000,108.250000,64.908821,747200
1999-05-24,108.687500,108.687500,106.156250,106.375000,63.784542,1241800
1999-05-25,106.312500,107.593750,105.062500,105.062500,62.997543,1253300
1999-05-26,105.968750,107.343750,105.062500,107.000000,64.159332,1336500
1999-05-27,106.625000,106.687500,104.218750,104.875000,62.885185,1617700
1999-05-28,104.968750,105.937500,104.750000,105.140625,63.044418,702700
1999-06-01,105.203125,106.125000,104.062500,106.093750,63.615875,1968500
1999-06-02,106.000000,106.343750,104.656250,105.921875,63.512844,1111500
1999-06-03,106.312500,106.812500,105.937500,106.750000,64.009453,583900
1999-06-04,107.437500,108.312500,106.812500,108.218750,64.890060,632300
1999-06-07,108.375000,109.250000,108.125000,108.968750,65.339813,651700
1999-06-08,108.906250,108.906250,107.375000,107.750000,64.609047,574000
1999-06-09,108.031250,108.031250,106.718750,107.125000,64.234337,395400
1999-06-10,106.562500,106.718750,105.343750,106.218750,63.690876,750600
1999-06-11,106.625000,107.000000,104.343750,104.968750,62.941360,1043900
1999-06-14,105.500000,106.125000,105.000000,105.687500,63.372303,589100
1999-06-15,106.125000,106.875000,105.765625,106.343750,63.765808,697300
1999-06-16,107.281250,108.062500,107.250000,107.781250,64.627724,773500
1999-06-17,107.500000,108.875000,107.250000,108.718750,65.189911,632500
1999-06-18,108.562500,108.843750,108.187500,108.468750,65.110077,264300
1999-06-21,108.750000,108.968750,107.625000,108.125000,64.903740,309700
1999-06-22,107.625000,108.218750,107.015625,107.156250,64.322250,398800
1999-06-23,106.968750,107.031250,106.281250,106.500000,63.928371,493800
1999-06-24,106.375000,106.406250,104.750000,105.625000,63.403061,603500
1999-06-25,106.125000,106.406250,105.500000,105.734375,63.468685,297600
1999-06-28,106.562500,107.000000,106.250000,106.687500,64.040878,522300
1999-06-29,106.593750,108.000000,106.328125,107.625000,64.603600,308300
1999-06-30,107.812500,110.250000,107.250000,109.375000,65.654129,1151100
1999-07-01,109.843750,111.000000,109.062500,110.718750,66.460724,1408100
1999-07-02,110.812500,111.750000,110.625000,111.656250,67.023453,393900
1999-07-06,111.687500,112.500000,111.265625,111.406250,66.873322,548000
1999-07-07,111.250000,111.843750,110.812500,111.562500,66.967148,563100
1999-07-08,111.093750,112.250000,111.000000,111.156250,66.723305,430000
1999-07-09,111.718750,112.093750,111.406250,112.062500,67.267265,323300
1999-07-12,112.593750,112.593750,111.593750,111.843750,67.135948,414200
1999-07-13,111.093750,112.234375,110.812500,111.906250,67.173500,341900
1999-07-14,112.312500,112.312500,111.250000,111.656250,67.023453,354100
1999-07-15,112.312500,112.343750,111.468750,111.703125,67.051498,287100
1999-07-16,111.937500,112.187500,111.437500,112.031250,67.268463,226300
1999-07-19,112.375000,112.625000,111.687500,111.765625,67.108925,290700
1999-07-20,111.281250,111.812500,109.500000,109.656250,65.842400,816500
1999-07-21,109.843750,110.593750,109.343750,109.937500,66.011215,534900
1999-07-22,109.781250,110.468750,108.687500,109.437500,65.711052,1008500
1999-07-23,110.000000,110.093750,108.625000,109.062500,65.485863,541700
1999-07-26,108.718750,109.234375,108.343750,108.437500,65.110573,377600
1999-07-27,109.156250,110.234375,108.906250,109.625000,65.823624,1080200
1999-07-28,109.625000,110.250000,109.312500,109.437500,65.711052,459100
1999-07-29,108.437500,108.593750,106.937500,107.781250,64.716522,1201800
1999-07-30,107.937500,108.234375,106.312500,106.343750,63.853371,788700
1999-08-02,106.375000,107.906250,106.031250,106.562500,63.984745,673700
1999-08-03,107.125000,107.250000,105.859375,106.718750,64.078568,1141400
1999-08-04,107.156250,108.109375,106.500000,106.656250,64.041016,1571300
1999-08-05,107.000000,108.343750,105.500000,108.343750,65.054245,1613300
1999-08-06,107.500000,108.250000,106.500000,107.093750,64.303680,800600
1999-08-09,107.187500,107.562500,106.750000,107.125000,64.322533,634100
1999-08-10,107.000000,107.156250,105.281250,106.750000,64.097336,2335100
1999-08-11,107.375000,108.093750,106.531250,108.000000,64.847847,716300
1999-08-12,108.250000,109.125000,107.875000,107.906250,64.791573,595100
1999-08-13,109.218750,110.000000,109.015625,110.000000,66.048721,567200
